participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
5;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;602
5;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;628
5;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;906
5;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;698
5;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;656
5;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;911
5;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;612
5;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;630
5;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;606
5;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;1001
5;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;2785
5;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;907
5;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;872
5;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;2;2;573
5;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;1647
5;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;674
5;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;547
5;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;575
5;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;595
5;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;598
5;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;776
5;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;646
5;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1550
5;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;659
5;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;674
5;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;594
5;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;638
5;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;652
5;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;760
5;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;1231
5;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1441
5;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;637
5;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;1153
5;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;724
5;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;1438
5;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;955
5;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;681
5;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;767
5;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;819
5;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;720
5;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;531
5;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;2;2;510
5;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;684
5;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;576
5;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;553
5;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;521
5;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;626
5;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;582
5;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;2;2;416
5;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;537
5;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;643
5;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;505
5;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;616
5;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;675
5;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;611
5;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;471
5;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;746
5;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;601
5;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;570
5;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;604
5;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;921
5;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;632
5;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;457
5;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;460
5;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;656
5;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;979
5;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;549
5;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;529
5;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;797
5;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;613
5;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;646
5;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;661
5;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;728
5;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;658
5;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;582
5;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;554
5;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;684
5;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;573
5;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;653
5;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;650
5;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;489
5;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;521
5;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;550
5;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;775
5;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;685
5;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;703
5;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;710
5;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;760
5;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;522
5;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;578
5;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;514
5;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;610
5;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;731
5;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;546
5;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;901
5;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;607
5;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;563
5;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;754
5;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;1100
5;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;802
5;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;669
5;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;757
5;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;697
5;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;513
5;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;578
5;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;594
5;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;719
5;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;534
5;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;550
5;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;570
5;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;539
6;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;748
6;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;1;2;614
6;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;1185
6;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;780
6;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;889
6;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;1385
6;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;709
6;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;618
6;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;1042
6;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;965
6;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1031
6;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;1377
6;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1041
6;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;601
6;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;942
6;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;799
6;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;654
6;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;1093
6;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;617
6;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;861
6;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;783
6;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;636
6;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;1064
6;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;696
6;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;596
6;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;800
6;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;679
6;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;803
6;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1082
6;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;2120
6;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;1150
6;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;625
6;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;566
6;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;785
6;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;661
6;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;577
6;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;2;2;550
6;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;732
6;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;584
6;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;647
6;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;693
6;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;821
6;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;698
6;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;646
6;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;797
6;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;1216
6;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;688
6;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;1262
6;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;735
6;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;731
6;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;652
6;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;711
6;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;810
6;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;656
6;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;626
6;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1155
6;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;730
6;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;995
6;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;987
6;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;664
6;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;670
6;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;766
6;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;607
6;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;754
6;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;876
6;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;725
6;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;927
6;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;875
6;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;674
6;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;717
6;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;725
6;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;1060
6;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;605
6;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;686
6;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;744
6;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;663
6;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;657
6;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;620
6;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;658
6;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;708
6;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;747
6;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;1187
6;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;671
6;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;794
6;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;862
6;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1355
6;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;733
6;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;857
6;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;926
6;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;687
6;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;795
6;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;721
6;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;777
6;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;721
6;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;660
6;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;704
6;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;609
6;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;591
6;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;662
6;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;678
6;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;716
6;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;663
6;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;587
6;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;805
6;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;641
6;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;632
6;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;1;2;690
6;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;603
6;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;637
6;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;608
6;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;591
6;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;547
6;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;590
6;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;607
6;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;1886
6;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;927
6;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;620
6;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;622
6;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;1106
6;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;1081
6;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;874
6;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;1739
6;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;775
6;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1306
6;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;711
6;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;689
6;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;1308
6;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;836
6;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;693
6;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;1128
6;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;788
6;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;625
6;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;1728
6;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;913
6;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;1175
6;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;1148
6;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;1195
6;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;966
6;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;769
6;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;798
6;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;635
6;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;2;2;659
6;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;700
6;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;1221
6;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1195
6;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;615
6;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;1233
6;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;1196
6;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;670
6;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;718
6;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1090
6;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;600
6;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;1258
6;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;2;2;1013
6;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;2;2;594
6;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;570
6;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;1127
6;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;1005
6;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;1095
6;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;1201
6;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1192
6;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;1124
6;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;1421
6;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;768
6;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;1037
6;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;1139
6;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;1110
6;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;1164
6;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;1012
6;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;1135
6;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;628
6;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;795
6;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1366
6;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;1471
6;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;1355
6;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1113
6;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1264
6;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1061
6;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1076
6;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;1159
6;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;1489
6;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;1186
